JunctionID	SJ.Chr	SJ.Start	SJ.Stop	SJ.Strand	Gene	SRR924570.M.proventriculus	SRR924573.F.proventriculus	SRR924582.M.spleen	SRR924585.F.spleen	SRR924202.M.adrenal_gland	SRR924485.M.adipose	SRR924539.F.adipose	SRR924540.M.cerebellum	SRR924541.F.cerebellum	SRR924542.M.cerebrum	SRR924546.F.cerebrum	SRR924547.M.testes	SRR924548.F.ovary	SRR924549.M.heart	SRR924550.F.heart	SRR924551.M.hypothalamus	SRR924552.F.hypothalamus	SRR924553.M.kidney	SRR924554.F.kidney	SRR924555.M.liver	SRR924556.F.liver	SRR924557.M.lung	SRR924558.F.lung	SRR924559.M.breast_muscle	SRR924561.F.breast_muscle	SRR924564.M.sciatic nerve	SRR924567.F.sciatic nerve
Contig1_098	Contig1	286309	286403	-	RJF.Contig1.LOC33.MHCY10t	(No Support?)	(0 u : 3 m)	(2 u : 157 m)	(1 u : 103 m)	(2 u : 29 m)	(0 u : 18 m)	(0 u : 20 m)	(0 u : 1 m)	(0 u : 1 m)	(No Support?)	(0 u : 1 m)	(0 u : 1 m)	(0 u : 4 m)	(0 u : 11 m)	(0 u : 7 m)	(0 u : 3 m)	(No Support?)	(0 u : 2 m)	(0 u : 28 m)	(0 u : 6 m)	(0 u : 8 m)	(0 u : 33 m)	(0 u : 70 m)	(0 u : 5 m)	(0 u : 2 m)	(0 u : 27 m)	(0 u : 3 m)
Contig1_079	Contig1	263609	263691	-	RJF.Contig1.LOC30.MHCY8a	(0 u : 18 m)	(0 u : 44 m)	(0 u : 1115 m)	(0 u : 523 m)	(3 u : 1120 m)	(0 u : 362 m)	(1 u : 440 m)	(0 u : 112 m)	(0 u : 93 m)	(0 u : 34 m)	(0 u : 38 m)	(0 u : 1 m)	(0 u : 12 m)	(0 u : 712 m)	(0 u : 1207 m)	(0 u : 208 m)	(0 u : 82 m)	(0 u : 74 m)	(3 u : 1316 m)	(0 u : 213 m)	(0 u : 120 m)	(0 u : 2065 m)	(1 u : 1791 m)	(0 u : 67 m)	(0 u : 96 m)	(8 u : 6419 m)	(0 u : 305 m)
Contig1_048	Contig1	222938	223063	+	RJF.Contig1.LOC21.MHCY6u	(0 u : 2 m)	(0 u : 6 m)	(0 u : 325 m)	(0 u : 165 m)	(0 u : 164 m)	(0 u : 38 m)	(0 u : 96 m)	(0 u : 125 m)	(0 u : 58 m)	(0 u : 12 m)	(0 u : 18 m)	(No Support?)	(0 u : 2 m)	(0 u : 40 m)	(0 u : 45 m)	(0 u : 37 m)	(0 u : 30 m)	(0 u : 8 m)	(1 u : 212 m)	(0 u : 39 m)	(0 u : 16 m)	(0 u : 26 m)	(0 u : 61 m)	(0 u : 6 m)	(0 u : 13 m)	(0 u : 114 m)	(0 u : 47 m)
Contig1_073	Contig1	245087	245169	+	RJF.Contig1.LOC27.MHCY7l	(0 u : 2 m)	(0 u : 3 m)	(32 u : 27 m)	(17 u : 11 m)	(40 u : 90 m)	(4 u : 5 m)	(12 u : 13 m)	(18 u : 42 m)	(3 u : 14 m)	(3 u : 5 m)	(1 u : 2 m)	(No Support?)	(3 u : 0 m)	(2 u : 6 m)	(8 u : 6 m)	(6 u : 19 m)	(5 u : 17 m)	(0 u : 3 m)	(81 u : 144 m)	(1 u : 0 m)	(2 u : 1 m)	(3 u : 10 m)	(13 u : 12 m)	(1 u : 4 m)	(3 u : 4 m)	(64 u : 107 m)	(18 u : 22 m)
Contig1_034	Contig1	191774	191931	-	RJF.Contig1.LOC16.MHCY3h	(No Support?)	(0 u : 2 m)	(0 u : 81 m)	(0 u : 63 m)	(0 u : 105 m)	(0 u : 26 m)	(0 u : 38 m)	(0 u : 10 m)	(0 u : 13 m)	(0 u : 1 m)	(0 u : 4 m)	(No Support?)	(0 u : 1 m)	(0 u : 11 m)	(0 u : 31 m)	(0 u : 20 m)	(0 u : 16 m)	(0 u : 7 m)	(0 u : 465 m)	(0 u : 12 m)	(0 u : 12 m)	(0 u : 42 m)	(0 u : 71 m)	(0 u : 5 m)	(0 u : 15 m)	(0 u : 231 m)	(0 u : 57 m)
Contig1_055	Contig1	228401	228689	-	RJF.Contig1.LOC22.YLEC8a	(0 u : 21 m)	(0 u : 61 m)	(0 u : 1783 m)	(0 u : 705 m)	(0 u : 236 m)	(0 u : 201 m)	(0 u : 398 m)	(0 u : 24 m)	(0 u : 12 m)	(0 u : 5 m)	(0 u : 6 m)	(0 u : 1 m)	(0 u : 14 m)	(0 u : 93 m)	(0 u : 118 m)	(0 u : 21 m)	(0 u : 16 m)	(0 u : 38 m)	(0 u : 683 m)	(0 u : 187 m)	(0 u : 115 m)	(0 u : 233 m)	(0 u : 199 m)	(0 u : 45 m)	(0 u : 77 m)	(0 u : 310 m)	(1 u : 125 m)
Contig1_072	Contig1	244719	244813	+	RJF.Contig1.LOC27.MHCY7l	(No Support?)	(0 u : 7 m)	(1 u : 560 m)	(0 u : 425 m)	(0 u : 191 m)	(1 u : 146 m)	(0 u : 210 m)	(0 u : 99 m)	(0 u : 36 m)	(0 u : 12 m)	(0 u : 25 m)	(0 u : 2 m)	(0 u : 24 m)	(0 u : 32 m)	(0 u : 78 m)	(0 u : 55 m)	(0 u : 30 m)	(0 u : 54 m)	(1 u : 401 m)	(0 u : 21 m)	(0 u : 18 m)	(0 u : 94 m)	(0 u : 317 m)	(0 u : 20 m)	(0 u : 49 m)	(0 u : 237 m)	(0 u : 39 m)
Contig2_026	Contig2	32523	32777	+	RJF.Contig2.LOC07.MHCY23m	(0 u : 613 m)	(0 u : 794 m)	(0 u : 693 m)	(1 u : 550 m)	(0 u : 127 m)	(0 u : 193 m)	(0 u : 152 m)	(0 u : 11 m)	(0 u : 3 m)	(0 u : 2 m)	(0 u : 3 m)	(0 u : 26 m)	(0 u : 217 m)	(0 u : 138 m)	(0 u : 296 m)	(0 u : 7 m)	(0 u : 6 m)	(0 u : 60 m)	(0 u : 52 m)	(0 u : 30 m)	(0 u : 130 m)	(0 u : 135 m)	(0 u : 475 m)	(0 u : 280 m)	(0 u : 296 m)	(0 u : 52 m)	(0 u : 9 m)
Contig2_028	Contig2	33422	33505	+	RJF.Contig2.LOC07.MHCY23m	(0 u : 82 m)	(0 u : 74 m)	(0 u : 2 m)	(No Support?)	(0 u : 65 m)	(0 u : 2 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 5 m)	(0 u : 25 m)	(0 u : 32 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 4 m)	(0 u : 3 m)	(No Support?)	(No Support?)	(0 u : 40 m)	(0 u : 34 m)	(0 u : 5 m)	(0 u : 1 m)
Contig2_008	Contig2	12721	12914	+	RJF.Contig2.LOC04.YLEC21e	(No Support?)	(No Support?)	(0 u : 5 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 2 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 4 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 2 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)
Contig2_066	Contig2	99262	99375	-	RJF.Contig2.LOC16.MHCY29v	(0 u : 2 m)	(0 u : 13 m)	(0 u : 232 m)	(0 u : 145 m)	(0 u : 297 m)	(0 u : 56 m)	(0 u : 108 m)	(0 u : 27 m)	(0 u : 15 m)	(0 u : 10 m)	(0 u : 11 m)	(0 u : 3 m)	(0 u : 14 m)	(0 u : 78 m)	(0 u : 126 m)	(0 u : 60 m)	(0 u : 34 m)	(0 u : 8 m)	(0 u : 470 m)	(0 u : 23 m)	(0 u : 19 m)	(0 u : 183 m)	(0 u : 243 m)	(0 u : 9 m)	(0 u : 14 m)	(0 u : 1164 m)	(0 u : 90 m)
Contig2_052	Contig2	75683	75921	-	RJF.Contig2.LOC14.MHCY27t	(No Support?)	(No Support?)	(0 u : 46 m)	(0 u : 20 m)	(0 u : 9 m)	(0 u : 7 m)	(1 u : 3 m)	(No Support?)	(0 u : 1 m)	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 2 m)	(0 u : 4 m)	(0 u : 3 m)	(No Support?)	(0 u : 1 m)	(No Support?)	(0 u : 9 m)	(0 u : 1 m)	(0 u : 3 m)	(0 u : 5 m)	(3 u : 10 m)	(0 u : 1 m)	(0 u : 3 m)	(0 u : 6 m)	(0 u : 1 m)
Contig2_068	Contig2	105790	106030	-	RJF.Contig2.LOC18.MHCY30h	(No Support?)	(0 u : 2 m)	(0 u : 146 m)	(0 u : 70 m)	(0 u : 34 m)	(0 u : 20 m)	(0 u : 28 m)	(0 u : 4 m)	(0 u : 1 m)	(0 u : 1 m)	(0 u : 2 m)	(No Support?)	(0 u : 20 m)	(0 u : 12 m)	(0 u : 28 m)	(0 u : 7 m)	(0 u : 1 m)	(0 u : 5 m)	(0 u : 55 m)	(0 u : 5 m)	(0 u : 5 m)	(0 u : 79 m)	(0 u : 115 m)	(No Support?)	(0 u : 3 m)	(0 u : 78 m)	(0 u : 12 m)
Contig2_084	Contig2	122454	122611	-	RJF.Contig2.LOC21.MHCY32g	(No Support?)	(0 u : 2 m)	(0 u : 81 m)	(0 u : 63 m)	(0 u : 105 m)	(0 u : 26 m)	(0 u : 38 m)	(0 u : 10 m)	(0 u : 13 m)	(0 u : 1 m)	(0 u : 4 m)	(No Support?)	(0 u : 1 m)	(0 u : 11 m)	(0 u : 31 m)	(0 u : 20 m)	(0 u : 16 m)	(0 u : 7 m)	(0 u : 465 m)	(0 u : 12 m)	(0 u : 12 m)	(0 u : 42 m)	(0 u : 71 m)	(0 u : 5 m)	(0 u : 15 m)	(0 u : 231 m)	(0 u : 57 m)
Contig2_077	Contig2	117272	117352	-	RJF.Contig2.LOC19.MHCY31v	(0 u : 1 m)	(0 u : 7 m)	(0 u : 216 m)	(0 u : 120 m)	(0 u : 398 m)	(0 u : 34 m)	(0 u : 99 m)	(0 u : 35 m)	(0 u : 26 m)	(0 u : 8 m)	(0 u : 17 m)	(0 u : 2 m)	(0 u : 12 m)	(0 u : 85 m)	(0 u : 150 m)	(0 u : 86 m)	(0 u : 28 m)	(0 u : 11 m)	(0 u : 596 m)	(0 u : 33 m)	(0 u : 10 m)	(0 u : 171 m)	(0 u : 150 m)	(0 u : 12 m)	(0 u : 20 m)	(0 u : 1587 m)	(0 u : 125 m)
Contig2_090	Contig2	142137	142332	-	RJF.Contig2.LOC24.YLEC27a	(0 u : 51 m)	(0 u : 262 m)	(0 u : 20807 m)	(0 u : 10658 m)	(0 u : 272 m)	(0 u : 1811 m)	(0 u : 1749 m)	(0 u : 36 m)	(0 u : 15 m)	(0 u : 10 m)	(0 u : 14 m)	(0 u : 9 m)	(0 u : 190 m)	(0 u : 253 m)	(0 u : 326 m)	(0 u : 18 m)	(0 u : 15 m)	(0 u : 797 m)	(0 u : 664 m)	(0 u : 367 m)	(0 u : 865 m)	(0 u : 1488 m)	(0 u : 2796 m)	(0 u : 156 m)	(0 u : 184 m)	(0 u : 315 m)	(0 u : 94 m)
Contig2_098	Contig2	144637	144721	-	RJF.Contig2.LOC25.YLEC28b	(0 u : 7 m)	(0 u : 54 m)	(10 u : 1424 m)	(2 u : 649 m)	(3 u : 149 m)	(0 u : 127 m)	(3 u : 232 m)	(1 u : 17 m)	(0 u : 7 m)	(0 u : 8 m)	(0 u : 6 m)	(No Support?)	(0 u : 14 m)	(1 u : 63 m)	(1 u : 82 m)	(1 u : 13 m)	(0 u : 5 m)	(0 u : 40 m)	(9 u : 440 m)	(0 u : 91 m)	(0 u : 110 m)	(1 u : 113 m)	(0 u : 174 m)	(0 u : 30 m)	(0 u : 55 m)	(3 u : 166 m)	(4 u : 85 m)
Contig2_030	Contig2	33713	33870	+	RJF.Contig2.LOC07.MHCY23m	(0 u : 326 m)	(0 u : 327 m)	(0 u : 5 m)	(0 u : 5 m)	(0 u : 67 m)	(0 u : 1 m)	(0 u : 5 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 4 m)	(0 u : 33 m)	(0 u : 96 m)	(0 u : 135 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 5 m)	(0 u : 13 m)	(0 u : 46 m)	(0 u : 6 m)	(0 u : 1 m)	(0 u : 116 m)	(0 u : 138 m)	(0 u : 1 m)	(No Support?)
Contig2_057	Contig2	88079	88323	-	RJF.Contig2.LOC15.MHCY28o	(0 u : 5 m)	(0 u : 35 m)	(0 u : 1321 m)	(0 u : 727 m)	(0 u : 211 m)	(0 u : 331 m)	(0 u : 327 m)	(0 u : 39 m)	(0 u : 30 m)	(0 u : 14 m)	(0 u : 15 m)	(0 u : 2 m)	(0 u : 21 m)	(0 u : 137 m)	(0 u : 286 m)	(0 u : 77 m)	(0 u : 30 m)	(0 u : 74 m)	(0 u : 445 m)	(0 u : 62 m)	(0 u : 93 m)	(0 u : 917 m)	(0 u : 1332 m)	(0 u : 40 m)	(0 u : 65 m)	(0 u : 895 m)	(0 u : 80 m)
Contig2_024	Contig2	30033	30255	+	RJF.Contig2.LOC06.YLEC22f	(No Support?)	(No Support?)	(0 u : 3 m)	(0 u : 1 m)	(0 u : 3 m)	(No Support?)	(0 u : 3 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 10 m)	(No Support?)	(0 u : 2 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 2 m)	(No Support?)	(0 u : 1 m)	(0 u : 1 m)	(No Support?)	(No Support?)	(0 u : 5 m)	(No Support?)
Contig2_102	Contig2	148066	148270	-	RJF.Contig2.LOC26.YLEC29c	(0 u : 3 m)	(0 u : 5 m)	(0 u : 212 m)	(0 u : 106 m)	(0 u : 4 m)	(0 u : 16 m)	(0 u : 30 m)	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 1 m)	(No Support?)	(0 u : 3 m)	(0 u : 9 m)	(0 u : 1 m)	(No Support?)	(No Support?)	(0 u : 9 m)	(0 u : 8 m)	(0 u : 3 m)	(0 u : 8 m)	(0 u : 14 m)	(0 u : 19 m)	(0 u : 1 m)	(0 u : 1 m)	(0 u : 8 m)	(No Support?)
Contig2_072	Contig2	104660	104817	-	RJF.Contig2.LOC18.MHCY30h	(No Support?)	(0 u : 2 m)	(0 u : 81 m)	(0 u : 63 m)	(0 u : 105 m)	(0 u : 26 m)	(0 u : 38 m)	(0 u : 10 m)	(0 u : 13 m)	(0 u : 1 m)	(0 u : 4 m)	(No Support?)	(0 u : 1 m)	(0 u : 11 m)	(0 u : 31 m)	(0 u : 20 m)	(0 u : 16 m)	(0 u : 7 m)	(0 u : 465 m)	(0 u : 12 m)	(0 u : 12 m)	(0 u : 42 m)	(0 u : 71 m)	(0 u : 5 m)	(0 u : 15 m)	(0 u : 231 m)	(0 u : 57 m)
Contig2_064	Contig2	99832	99926	-	RJF.Contig2.LOC16.MHCY29v	(0 u : 8 m)	(0 u : 59 m)	(0 u : 1708 m)	(0 u : 898 m)	(0 u : 465 m)	(0 u : 362 m)	(0 u : 389 m)	(0 u : 44 m)	(0 u : 28 m)	(0 u : 21 m)	(0 u : 15 m)	(0 u : 4 m)	(0 u : 48 m)	(0 u : 223 m)	(0 u : 495 m)	(0 u : 75 m)	(0 u : 38 m)	(0 u : 43 m)	(0 u : 689 m)	(0 u : 93 m)	(0 u : 55 m)	(0 u : 1271 m)	(0 u : 1519 m)	(0 u : 21 m)	(0 u : 33 m)	(0 u : 2025 m)	(0 u : 117 m)
Contig2_070	Contig2	105063	105145	-	RJF.Contig2.LOC18.MHCY30h	(0 u : 25 m)	(0 u : 74 m)	(0 u : 809 m)	(0 u : 528 m)	(0 u : 936 m)	(0 u : 241 m)	(1 u : 569 m)	(0 u : 110 m)	(0 u : 83 m)	(0 u : 37 m)	(0 u : 38 m)	(0 u : 9 m)	(0 u : 40 m)	(0 u : 367 m)	(0 u : 535 m)	(0 u : 119 m)	(0 u : 85 m)	(0 u : 105 m)	(0 u : 3807 m)	(0 u : 204 m)	(0 u : 141 m)	(0 u : 611 m)	(0 u : 740 m)	(0 u : 28 m)	(0 u : 51 m)	(1 u : 2451 m)	(0 u : 503 m)
Contig2_100	Contig2	143790	144054	-	RJF.Contig2.LOC25.YLEC28b	(0 u : 6 m)	(2 u : 26 m)	(18 u : 1021 m)	(4 u : 454 m)	(1 u : 154 m)	(2 u : 130 m)	(2 u : 216 m)	(1 u : 34 m)	(1 u : 12 m)	(0 u : 4 m)	(0 u : 3 m)	(0 u : 2 m)	(0 u : 10 m)	(1 u : 59 m)	(0 u : 48 m)	(0 u : 18 m)	(0 u : 4 m)	(1 u : 25 m)	(8 u : 499 m)	(0 u : 82 m)	(0 u : 76 m)	(1 u : 95 m)	(3 u : 136 m)	(0 u : 15 m)	(0 u : 27 m)	(3 u : 217 m)	(4 u : 112 m)
Contig2_092	Contig2	141673	141757	-	RJF.Contig2.LOC24.YLEC27a	(0 u : 15 m)	(0 u : 35 m)	(0 u : 1035 m)	(0 u : 350 m)	(0 u : 250 m)	(0 u : 120 m)	(0 u : 174 m)	(0 u : 32 m)	(0 u : 8 m)	(0 u : 7 m)	(0 u : 7 m)	(No Support?)	(0 u : 7 m)	(0 u : 41 m)	(0 u : 73 m)	(0 u : 15 m)	(0 u : 13 m)	(0 u : 18 m)	(0 u : 738 m)	(0 u : 105 m)	(0 u : 74 m)	(0 u : 103 m)	(0 u : 114 m)	(0 u : 20 m)	(0 u : 42 m)	(0 u : 311 m)	(0 u : 122 m)
Contig2_082	Contig2	122857	122939	-	RJF.Contig2.LOC21.MHCY32g	(0 u : 25 m)	(0 u : 74 m)	(0 u : 809 m)	(0 u : 528 m)	(0 u : 936 m)	(0 u : 241 m)	(0 u : 569 m)	(0 u : 110 m)	(0 u : 83 m)	(0 u : 37 m)	(0 u : 38 m)	(0 u : 9 m)	(0 u : 40 m)	(0 u : 367 m)	(0 u : 535 m)	(0 u : 119 m)	(0 u : 85 m)	(0 u : 105 m)	(1 u : 3807 m)	(0 u : 204 m)	(0 u : 141 m)	(0 u : 611 m)	(0 u : 740 m)	(0 u : 28 m)	(0 u : 51 m)	(2 u : 2450 m)	(0 u : 503 m)
Contig2_032	Contig2	53325	53569	-	RJF.Contig2.LOC11.MHCY25a	(0 u : 30 m)	(0 u : 162 m)	(0 u : 6411 m)	(0 u : 3909 m)	(0 u : 917 m)	(0 u : 1550 m)	(0 u : 1288 m)	(0 u : 86 m)	(0 u : 65 m)	(0 u : 45 m)	(0 u : 35 m)	(0 u : 9 m)	(0 u : 141 m)	(0 u : 1153 m)	(0 u : 2713 m)	(0 u : 225 m)	(0 u : 70 m)	(0 u : 502 m)	(0 u : 1167 m)	(0 u : 332 m)	(0 u : 510 m)	(0 u : 9140 m)	(0 u : 14857 m)	(0 u : 130 m)	(0 u : 170 m)	(2 u : 5502 m)	(0 u : 203 m)
Contig2_050	Contig2	62642	62825	-	RJF.Contig2.LOC13.MHCY26i	(0 u : 4 m)	(0 u : 15 m)	(0 u : 400 m)	(0 u : 262 m)	(0 u : 168 m)	(0 u : 83 m)	(0 u : 152 m)	(0 u : 27 m)	(0 u : 16 m)	(0 u : 9 m)	(0 u : 8 m)	(0 u : 2 m)	(0 u : 4 m)	(0 u : 48 m)	(0 u : 88 m)	(0 u : 30 m)	(0 u : 23 m)	(0 u : 18 m)	(0 u : 497 m)	(0 u : 27 m)	(0 u : 27 m)	(0 u : 131 m)	(0 u : 220 m)	(0 u : 27 m)	(0 u : 26 m)	(0 u : 432 m)	(0 u : 54 m)
Contig2_059	Contig2	87355	87434	-	RJF.Contig2.LOC15.MHCY28o	(No Support?)	(0 u : 7 m)	(0 u : 80 m)	(0 u : 36 m)	(0 u : 224 m)	(0 u : 14 m)	(0 u : 38 m)	(0 u : 31 m)	(0 u : 14 m)	(0 u : 7 m)	(0 u : 16 m)	(0 u : 1 m)	(0 u : 1 m)	(0 u : 36 m)	(0 u : 44 m)	(0 u : 48 m)	(0 u : 15 m)	(0 u : 1 m)	(0 u : 424 m)	(0 u : 22 m)	(0 u : 9 m)	(0 u : 52 m)	(0 u : 51 m)	(0 u : 2 m)	(0 u : 6 m)	(0 u : 716 m)	(0 u : 60 m)
Contig2_088	Contig2	136718	136812	+	RJF.Contig2.LOC23.MHCY33u	(0 u : 28 m)	(0 u : 84 m)	(0 u : 1729 m)	(0 u : 781 m)	(0 u : 390 m)	(0 u : 396 m)	(0 u : 639 m)	(0 u : 237 m)	(0 u : 140 m)	(0 u : 58 m)	(0 u : 78 m)	(0 u : 3 m)	(0 u : 27 m)	(0 u : 146 m)	(0 u : 267 m)	(0 u : 186 m)	(0 u : 181 m)	(0 u : 59 m)	(0 u : 627 m)	(0 u : 103 m)	(0 u : 98 m)	(0 u : 229 m)	(0 u : 386 m)	(0 u : 23 m)	(0 u : 57 m)	(0 u : 304 m)	(0 u : 94 m)
Contig2_106	Contig2	146755	147019	-	RJF.Contig2.LOC26.YLEC29c	(0 u : 1 m)	(0 u : 5 m)	(0 u : 217 m)	(0 u : 74 m)	(0 u : 53 m)	(0 u : 15 m)	(0 u : 43 m)	(0 u : 7 m)	(0 u : 2 m)	(No Support?)	(0 u : 2 m)	(No Support?)	(0 u : 3 m)	(0 u : 8 m)	(0 u : 11 m)	(0 u : 5 m)	(0 u : 4 m)	(0 u : 3 m)	(0 u : 87 m)	(0 u : 6 m)	(0 u : 19 m)	(0 u : 23 m)	(0 u : 28 m)	(0 u : 5 m)	(0 u : 5 m)	(0 u : 70 m)	(0 u : 20 m)
Contig2_053	Contig2	75312	75406	-	RJF.Contig2.LOC14.MHCY27t	(No Support?)	(0 u : 3 m)	(0 u : 157 m)	(0 u : 103 m)	(0 u : 29 m)	(0 u : 18 m)	(0 u : 20 m)	(0 u : 1 m)	(0 u : 1 m)	(No Support?)	(0 u : 1 m)	(0 u : 1 m)	(0 u : 4 m)	(0 u : 11 m)	(0 u : 7 m)	(0 u : 3 m)	(No Support?)	(0 u : 2 m)	(0 u : 27 m)	(0 u : 6 m)	(0 u : 8 m)	(0 u : 33 m)	(0 u : 70 m)	(0 u : 5 m)	(0 u : 2 m)	(0 u : 27 m)	(0 u : 3 m)
Contig2_013	Contig2	14334	14556	+	RJF.Contig2.LOC04.YLEC21e	(0 u : 1 m)	(0 u : 2 m)	(0 u : 37 m)	(0 u : 26 m)	(0 u : 16 m)	(0 u : 6 m)	(0 u : 24 m)	(0 u : 2 m)	(0 u : 1 m)	(No Support?)	(0 u : 1 m)	(No Support?)	(0 u : 1 m)	(0 u : 18 m)	(0 u : 8 m)	(No Support?)	(0 u : 2 m)	(0 u : 1 m)	(0 u : 38 m)	(0 u : 3 m)	(0 u : 4 m)	(0 u : 16 m)	(0 u : 33 m)	(0 u : 2 m)	(0 u : 2 m)	(0 u : 53 m)	(0 u : 8 m)
Contig2_017	Contig2	17277	17359	-	RJF.Contig2.LOC05.MHCY22s	(0 u : 20 m)	(0 u : 68 m)	(0 u : 701 m)	(0 u : 447 m)	(0 u : 518 m)	(0 u : 213 m)	(0 u : 508 m)	(0 u : 62 m)	(0 u : 54 m)	(0 u : 20 m)	(0 u : 18 m)	(0 u : 7 m)	(0 u : 29 m)	(0 u : 268 m)	(0 u : 461 m)	(0 u : 74 m)	(0 u : 53 m)	(0 u : 77 m)	(0 u : 2144 m)	(0 u : 155 m)	(0 u : 113 m)	(0 u : 521 m)	(0 u : 618 m)	(0 u : 22 m)	(0 u : 51 m)	(0 u : 1417 m)	(0 u : 304 m)
Contig2_044	Contig2	64494	64619	-	RJF.Contig2.LOC13.MHCY26i	(No Support?)	(0 u : 1 m)	(0 u : 138 m)	(0 u : 94 m)	(0 u : 82 m)	(0 u : 16 m)	(0 u : 26 m)	(0 u : 5 m)	(0 u : 5 m)	(0 u : 2 m)	(0 u : 7 m)	(No Support?)	(0 u : 1 m)	(0 u : 15 m)	(0 u : 43 m)	(0 u : 15 m)	(0 u : 4 m)	(0 u : 3 m)	(0 u : 68 m)	(0 u : 20 m)	(0 u : 2 m)	(0 u : 22 m)	(0 u : 40 m)	(0 u : 4 m)	(0 u : 2 m)	(0 u : 288 m)	(0 u : 26 m)
Contig2_093	Contig2	141273	141561	-	RJF.Contig2.LOC24.YLEC27a	(0 u : 21 m)	(0 u : 61 m)	(0 u : 1783 m)	(0 u : 705 m)	(0 u : 235 m)	(0 u : 201 m)	(0 u : 398 m)	(0 u : 24 m)	(0 u : 12 m)	(0 u : 5 m)	(0 u : 6 m)	(0 u : 1 m)	(0 u : 14 m)	(0 u : 93 m)	(0 u : 118 m)	(0 u : 21 m)	(0 u : 16 m)	(0 u : 38 m)	(0 u : 683 m)	(0 u : 187 m)	(0 u : 115 m)	(0 u : 233 m)	(0 u : 199 m)	(0 u : 45 m)	(0 u : 77 m)	(0 u : 309 m)	(0 u : 125 m)
Contig2_091	Contig2	141913	142005	-	RJF.Contig2.LOC24.YLEC27a	(0 u : 54 m)	(0 u : 240 m)	(0 u : 11923 m)	(0 u : 5533 m)	(0 u : 490 m)	(0 u : 1197 m)	(0 u : 1674 m)	(0 u : 53 m)	(0 u : 38 m)	(0 u : 13 m)	(0 u : 22 m)	(0 u : 8 m)	(0 u : 100 m)	(0 u : 270 m)	(0 u : 329 m)	(0 u : 38 m)	(0 u : 25 m)	(0 u : 411 m)	(0 u : 1425 m)	(0 u : 379 m)	(0 u : 557 m)	(0 u : 909 m)	(0 u : 1436 m)	(0 u : 130 m)	(0 u : 198 m)	(0 u : 495 m)	(0 u : 242 m)
Contig2_055	Contig2	74744	74853	-	RJF.Contig2.LOC14.MHCY27t	(No Support?)	(0 u : 1 m)	(0 u : 15 m)	(0 u : 2 m)	(0 u : 17 m)	(No Support?)	(0 u : 2 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 1 m)	(No Support?)	(No Support?)	(0 u : 2 m)	(0 u : 3 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 13 m)	(0 u : 1 m)	(0 u : 2 m)	(0 u : 3 m)	(0 u : 5 m)	(No Support?)	(No Support?)	(0 u : 36 m)	(0 u : 4 m)
Contig2_033	Contig2	52968	53048	-	RJF.Contig2.LOC11.MHCY25a	(0 u : 17 m)	(0 u : 65 m)	(0 u : 2684 m)	(0 u : 1451 m)	(2 u : 1277 m)	(0 u : 694 m)	(0 u : 681 m)	(0 u : 145 m)	(0 u : 85 m)	(0 u : 53 m)	(0 u : 38 m)	(0 u : 6 m)	(0 u : 55 m)	(0 u : 623 m)	(0 u : 1247 m)	(0 u : 272 m)	(0 u : 83 m)	(0 u : 157 m)	(0 u : 1453 m)	(0 u : 203 m)	(0 u : 205 m)	(0 u : 4671 m)	(0 u : 4881 m)	(0 u : 84 m)	(0 u : 115 m)	(3 u : 7541 m)	(0 u : 309 m)
Contig2_012	Contig2	13962	14226	+	RJF.Contig2.LOC04.YLEC21e	(No Support?)	(No Support?)	(0 u : 42 m)	(0 u : 22 m)	(0 u : 6 m)	(0 u : 5 m)	(0 u : 3 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 2 m)	(0 u : 1 m)	(0 u : 4 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 21 m)	(0 u : 1 m)	(0 u : 2 m)	(0 u : 6 m)	(0 u : 10 m)	(No Support?)	(0 u : 1 m)	(0 u : 7 m)	(0 u : 5 m)
